user_id,question_id,study_seen,study_result,updated_at
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294888-3,true,correct,2026-06-29 08:47:52.642+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294888-4,true,correct,2026-07-02 08:47:34.903+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294888-5,true,correct,2026-06-29 09:14:12.419+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294888-6,true,correct,2026-06-29 08:59:43.279+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294888-7,true,correct,2026-07-07 08:46:42.192+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294889-10,true,correct,2026-07-13 06:28:30.364+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294889-16,true,correct,2026-06-29 08:39:20.101+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294889-17,true,correct,2026-06-29 09:09:12.076+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294889-18,true,correct,2026-06-29 08:39:37.215+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294890-26,true,correct,2026-06-29 08:43:58.337+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294890-28,true,correct,2026-07-07 08:48:25.363+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294890-30,true,correct,2026-07-09 07:30:32.133+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847477225-10,true,correct,2026-06-29 09:09:30.834+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847477225-2,true,correct,2026-06-28 17:15:51.329+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847477225-3,true,correct,2026-05-20 17:17:46.689+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847477225-4,true,correct,2026-06-27 16:08:47.475+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847477225-7,true,correct,2026-06-29 08:34:30.77+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847477225-8,true,correct,2026-06-29 08:53:23.861+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847477225-9,true,correct,2026-06-29 08:32:51.357+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847477226-15,true,correct,2026-07-10 07:48:27.348+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571353-2,true,correct,2026-06-28 17:16:28.469+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-10,true,correct,2026-06-29 09:11:36.963+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-11,true,correct,2026-06-29 08:28:56.489+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-15,true,correct,2026-07-07 08:45:16.069+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-16,true,correct,2026-07-07 08:46:24.568+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-17,true,correct,2026-07-10 07:55:11.092+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-18,true,correct,2026-07-10 09:10:22.452+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-20,true,correct,2026-07-08 08:30:56.565+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-21,true,correct,2026-07-09 12:32:04.995+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-22,true,correct,2026-07-09 06:39:39.205+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-23,true,correct,2026-07-08 08:44:07.375+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-24,true,correct,2026-07-09 12:50:13.903+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-4,true,correct,2026-06-27 16:04:29.348+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-7,true,wrong,2026-07-02 08:58:03.419+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-8,true,correct,2026-06-29 08:40:16.83+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571354-9,true,correct,2026-06-29 09:10:44.434+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571356-49,true,correct,2026-07-07 08:44:06.557+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716463-1,true,correct,2026-07-12 06:41:23.519+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716463-2,true,correct,2026-07-13 06:23:51.481+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716463-3,true,correct,2026-06-27 16:11:13.61+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-10,true,correct,2026-06-29 09:08:04.62+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-11,true,correct,2026-06-29 09:32:00.98+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-14,true,wrong,2026-07-12 06:37:01.664+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-15,true,correct,2026-07-07 08:54:15.996+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-17,true,correct,2026-07-09 13:41:56.943+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-18,true,wrong,2026-07-09 13:41:48.228+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-19,true,correct,2026-07-08 08:34:10.515+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-20,true,correct,2026-07-08 12:52:00.141+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-21,true,correct,2026-07-09 13:45:40.297+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-22,true,correct,2026-07-10 07:57:35.06+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-4,true,correct,2026-06-27 16:02:59.61+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-5,true,correct,2026-06-27 16:06:01.766+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-9,true,correct,2026-06-29 09:30:57.881+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-1,true,correct,2026-06-27 16:17:43.666+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-11,true,correct,2026-07-07 08:53:18.615+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-13,true,correct,2026-07-07 08:54:48.615+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-14,true,correct,2026-07-07 08:54:29.024+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-15,true,correct,2026-07-08 08:30:04.08+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-16,true,correct,2026-07-09 12:53:44.224+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-17,true,correct,2026-07-09 06:19:23.086+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-18,true,correct,2026-07-10 07:48:20.297+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-19,true,correct,2026-07-09 12:49:00.262+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-2,true,correct,2026-06-27 16:06:54.965+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-20,true,correct,2026-07-08 08:33:48.494+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-21,true,correct,2026-07-09 16:22:45.211+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-22,true,correct,2026-07-08 16:11:34.855+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-28,true,wrong,2026-07-08 16:28:44.653+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-3,true,wrong,2026-05-20 21:05:26.202+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-4,true,correct,2026-05-21 19:31:43.641+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-8,true,correct,2026-06-29 08:44:12.761+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-1,true,correct,2026-07-12 06:32:41.708+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-10,true,wrong,2026-07-12 06:39:55.547+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-12,true,wrong,2026-07-07 08:52:31.758+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-14,true,correct,2026-07-09 12:40:40.839+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-15,true,correct,2026-07-09 12:37:16.707+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-16,true,correct,2026-07-08 13:10:11.704+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-17,true,correct,2026-07-08 16:28:09.209+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-18,true,correct,2026-07-10 09:18:28.67+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-19,true,correct,2026-07-10 08:00:10.282+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-20,true,wrong,2026-07-09 12:34:35.884+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-21,true,correct,2026-07-09 13:49:36.536+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-7,true,correct,2026-06-29 09:34:09.685+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-9,true,correct,2026-06-29 08:27:59.992+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-12,true,correct,2026-07-07 08:56:44.011+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-13,true,wrong,2026-07-07 08:51:52.862+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-14,true,wrong,2026-07-07 08:53:33.334+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-15,true,correct,2026-07-08 12:50:04.431+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-16,true,correct,2026-07-10 07:21:34.562+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-17,true,correct,2026-07-10 07:17:48.86+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-18,true,wrong,2026-07-08 13:00:49.978+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-19,true,correct,2026-07-10 09:10:42.191+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-20,true,correct,2026-07-08 08:50:58.74+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-21,true,correct,2026-07-10 08:04:28.954+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-8,true,correct,2026-06-29 09:12:29.122+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-9,true,correct,2026-06-29 09:33:27.96+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839593-22,true,correct,2026-07-09 13:51:54.155+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839593-24,true,correct,2026-07-08 13:05:50.006+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949964-1,true,correct,2026-07-13 06:30:25.384+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949964-3,true,correct,2026-07-08 08:38:28.156+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949964-4,true,correct,2026-07-08 13:07:24.993+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949964-5,true,correct,2026-07-10 07:48:40.06+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949964-6,true,correct,2026-07-10 06:53:35.479+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949964-7,true,correct,2026-07-08 08:52:10.893+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949965-10,true,correct,2026-07-10 06:52:10.377+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949965-17,true,correct,2026-07-13 06:28:34.406+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949965-18,true,wrong,2026-07-08 13:10:01.587+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949965-8,true,correct,2026-07-10 07:16:29.494+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949965-9,true,wrong,2026-07-10 07:18:48.139+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849096632-1,true,correct,2026-07-13 06:27:17.612+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279714-10,true,correct,2026-07-08 08:32:25.065+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279714-3,true,correct,2026-07-09 06:19:53.662+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279714-4,true,correct,2026-07-08 08:32:31.8+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279714-5,true,correct,2026-07-10 08:01:56.635+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279714-6,true,correct,2026-07-09 12:32:56.904+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279714-7,true,correct,2026-07-08 12:56:29.965+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279714-8,true,correct,2026-07-08 16:19:11.187+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279714-9,true,correct,2026-07-08 13:38:11.488+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279715-12,true,correct,2026-06-29 08:43:53.778+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279715-14,true,correct,2026-07-13 06:21:52.194+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279715-16,true,wrong,2026-07-02 08:56:10.489+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-10,true,correct,2026-07-08 08:31:19.135+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-14,true,correct,2026-07-13 06:25:31.42+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-15,true,correct,2026-07-13 06:25:57.437+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-3,true,correct,2026-07-09 06:27:19.697+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-4,true,correct,2026-07-08 16:08:50.741+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-5,true,correct,2026-07-10 07:18:09.815+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-6,true,correct,2026-07-09 07:40:09.527+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-7,true,correct,2026-07-08 16:25:55.656+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-8,true,correct,2026-07-10 07:48:02.882+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-9,true,correct,2026-07-10 08:04:37.13+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849664417-7,true,wrong,2026-05-22 08:10:18.226+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-1,true,correct,2026-06-27 16:06:22.346+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-10,true,correct,2026-07-14 15:49:56.342+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-11,true,correct,2026-07-14 15:29:51.425+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-12,true,correct,2026-07-10 06:54:52.939+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-13,true,correct,2026-07-08 12:51:53.055+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-14,true,correct,2026-07-09 06:39:30.501+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-15,true,correct,2026-07-09 13:40:57.805+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-16,true,correct,2026-07-10 07:21:08.459+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-17,true,correct,2026-07-10 07:05:53.472+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-19,true,correct,2026-07-06 08:27:57.828+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-2,true,correct,2026-06-27 16:15:44.212+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-20,true,correct,2026-07-14 15:50:17.808+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-21,true,correct,2026-07-14 15:36:12.618+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-22,true,correct,2026-07-14 09:29:59.779+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-23,true,correct,2026-07-14 09:34:33.524+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-24,true,correct,2026-07-14 16:00:49.736+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-25,true,correct,2026-07-14 09:16:59.663+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-26,true,correct,2026-07-14 09:21:57.343+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-27,true,correct,2026-07-14 09:26:23.063+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-28,true,correct,2026-07-14 09:32:35.474+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-29,true,correct,2026-07-14 09:26:14.197+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-30,true,correct,2026-07-14 09:28:20.139+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-31,true,correct,2026-07-14 09:29:30.679+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-32,true,correct,2026-07-14 09:23:08.226+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-33,true,correct,2026-07-14 15:53:17.696+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-35,true,correct,2026-07-14 15:37:28.43+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-36,true,correct,2026-07-08 16:12:44.506+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-37,true,correct,2026-07-01 08:36:38.153+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-38,true,wrong,2026-07-14 15:41:39.99+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-39,true,correct,2026-07-14 09:26:08.769+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-4,true,correct,2026-07-01 08:29:08.788+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-40,true,correct,2026-07-14 09:33:53.003+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-5,true,correct,2026-07-12 06:36:35.779+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-6,true,correct,2026-07-01 08:35:02.962+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-7,true,correct,2026-07-14 15:57:37.089+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-8,true,correct,2026-07-14 15:49:42.549+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-9,true,correct,2026-07-14 15:31:30.307+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-10,true,correct,2026-07-14 15:39:13.116+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-11,true,correct,2026-07-14 15:54:22.229+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-12,true,correct,2026-07-06 08:07:53.893+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-13,true,correct,2026-07-06 08:02:43.594+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-14,true,wrong,2026-07-09 16:17:52.361+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-15,true,correct,2026-07-10 07:05:33.161+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-16,true,correct,2026-07-09 16:21:28.177+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-17,true,correct,2026-07-09 16:22:54.224+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-18,true,correct,2026-07-10 09:20:28.923+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-19,true,wrong,2026-07-08 13:01:37.443+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-20,true,correct,2026-07-14 16:00:56.779+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-21,true,wrong,2026-07-14 15:59:29.45+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-22,true,correct,2026-07-14 15:40:49.191+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-23,true,correct,2026-07-06 08:02:08.876+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-24,true,correct,2026-07-14 15:30:17.985+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-25,true,correct,2026-07-14 09:29:52.219+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-26,true,correct,2026-07-14 09:34:21.632+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-27,true,correct,2026-07-14 09:27:57.572+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-28,true,correct,2026-07-14 09:05:26.466+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-29,true,correct,2026-07-14 09:27:03.331+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-3,true,correct,2026-06-27 16:14:55.504+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-4,true,correct,2026-07-01 08:37:15.601+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-5,true,correct,2026-07-01 08:28:05.575+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-6,true,correct,2026-07-01 08:36:53.446+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-7,true,correct,2026-07-14 15:54:33.502+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-8,true,correct,2026-07-14 15:49:49.974+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-9,true,correct,2026-07-14 15:47:28.868+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305253-30,true,correct,2026-07-14 09:11:26+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305253-31,true,correct,2026-07-14 09:35:53.941+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305253-32,true,correct,2026-07-14 09:29:10.766+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305253-33,true,correct,2026-07-14 09:13:04.258+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-11,true,correct,2026-07-14 15:41:16.682+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-12,true,correct,2026-07-09 16:22:58.657+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-13,true,correct,2026-07-09 13:50:11.674+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-14,true,correct,2026-07-08 08:38:46.674+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-15,true,correct,2026-07-08 13:11:20.531+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-16,true,wrong,2026-07-09 13:50:57.388+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-17,true,correct,2026-07-09 06:40:01.792+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-18,true,correct,2026-07-09 06:20:06.914+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-2,true,correct,2026-06-27 16:10:47.329+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-20,true,correct,2026-07-14 15:33:59.993+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-22,true,correct,2026-07-14 15:57:52.631+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-25,true,correct,2026-07-14 09:27:37.816+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-26,true,correct,2026-07-14 09:31:25.761+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-27,true,correct,2026-07-14 09:05:33.427+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-28,true,correct,2026-07-14 09:27:20.635+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-29,true,correct,2026-07-14 09:23:49.296+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-30,true,correct,2026-07-14 09:26:33.381+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-31,true,correct,2026-07-14 09:34:28.507+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-32,true,correct,2026-07-14 09:32:41.174+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-33,true,correct,2026-07-14 09:33:45.75+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-4,true,correct,2026-07-01 08:29:00.424+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-5,true,correct,2026-07-01 08:41:00.599+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-6,true,correct,2026-07-01 08:40:28.225+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-7,true,correct,2026-07-14 15:47:42.361+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-8,true,correct,2026-07-14 15:40:05.7+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-9,true,correct,2026-07-14 16:02:00.01+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-1,true,correct,2026-07-14 15:59:10.498+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-10,true,correct,2026-07-12 06:32:54.914+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-12,true,correct,2026-07-12 06:32:31.778+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-14,true,correct,2026-06-27 16:07:47.692+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-15,true,correct,2026-06-28 17:12:08.466+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-16,true,correct,2026-06-28 17:17:10.163+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-17,true,correct,2026-06-28 17:01:48.483+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-2,true,correct,2026-07-14 16:01:07.002+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-22,true,correct,2026-07-14 15:59:57.349+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-23,true,wrong,2026-07-14 09:35:39.751+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-24,true,correct,2026-07-14 15:29:28.768+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-25,true,correct,2026-07-14 09:17:06.744+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-26,true,correct,2026-07-08 08:46:18.195+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-28,true,correct,2026-07-09 06:29:28.415+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-30,true,correct,2026-07-09 13:44:54.314+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-31,true,correct,2026-07-09 06:27:05.71+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-32,true,correct,2026-07-10 07:15:12.961+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-33,true,correct,2026-07-09 16:18:26.883+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-4,true,correct,2026-07-14 09:21:38.865+00
